loop_index, counter, last_step_ns, T_ref, theta_ref, phi_ref, uwind, vwind, wwind, rho,v_batt,alt,gyro_roll,gyro_pitch,gyro_yaw,accel_X,accel_Y,accel_Z,roll,pitch,yaw,X,Y,Z,Xdot,Ydot,Zdot,x0,y0,z0,e.xbee_time,xbee_time_received_ns,xbee_x,xbee_y,xbee_z,xbee_qw,xbee_qx,xbee_qy,xbee_qz,sp_roll,sp_pitch,sp_yaw,sp_X,sp_Y,sp_Z,sp_Xdot,sp_Ydot,sp_Zdot,u_roll,u_pitch,u_yaw,u_X,u_Y,u_Z,mot_1,mot_2,mot_3,mot_4,flight mode
666,990,2901222065317,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2375,0.0000,-0.0610,-0.1831,-0.0000,-0.1650,-0.2781,-10.6193,0.0247,-0.0198,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0137,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
667,991,2901226351000,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2365,0.0000,-0.1831,-0.1221,-0.0000,-0.1363,-0.2469,-10.5954,0.0247,-0.0198,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0137,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
668,992,2901231356381,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2358,0.0000,-0.0610,-0.1221,0.2441,-0.1339,-0.2877,-10.5572,0.0247,-0.0198,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
669,993,2901236321349,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2341,0.0000,0.0610,-0.0610,0.1831,-0.1482,-0.2301,-10.5882,0.0247,-0.0198,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
670,994,2901241689098,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2333,0.0000,0.0000,0.0000,0.1831,-0.1793,-0.2517,-10.6240,0.0247,-0.0198,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0133,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
671,995,2901246367980,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2321,0.0000,0.0000,-0.1221,0.1831,-0.1745,-0.2757,-10.5882,0.0247,-0.0198,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0133,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
672,996,2901251305953,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2309,0.0000,-0.0610,-0.2441,-0.0000,-0.1554,-0.2709,-10.6121,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0133,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
673,997,2901256988035,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2295,0.0000,-0.0610,-0.1831,-0.0000,-0.1984,-0.2182,-10.6240,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0133,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
674,998,2901261560764,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2283,0.0000,-0.2441,-0.1831,-0.0000,-0.1769,-0.2613,-10.5787,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
675,999,2901266480156,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2273,0.0000,-0.3052,-0.1221,-0.0610,-0.1267,-0.2517,-10.5620,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
676,1000,2901271620810,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2261,0.0000,0.0000,-0.0610,-0.0610,-0.1267,-0.2517,-10.5047,0.0247,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
677,1001,2901276951231,-0.0013,NAN,NAN,0.0510,-0.1190,-0.1290,0.0000,12.2244,0.0000,-0.0610,-0.1831,0.1221,-0.1721,-0.2589,-10.6837,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
678,1002,2901281512128,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2217,0.0000,0.0610,0.0000,0.1831,-0.1602,-0.2493,-10.6121,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
679,1003,2901286291163,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2210,0.0000,-0.0610,-0.1221,-0.0000,-0.1267,-0.2733,-10.6026,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
680,1004,2901293913322,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2205,0.0000,-0.0610,-0.1221,-0.0000,-0.1578,-0.2613,-10.5739,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
681,1005,2901296545558,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2210,0.0000,0.0000,0.0000,-0.0000,-0.1793,-0.2469,-10.6360,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
682,1006,2901301499570,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2208,0.0000,-0.0610,-0.1831,-0.0000,-0.1554,-0.2469,-10.5763,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
683,1007,2901306311726,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2205,0.0000,0.0610,0.0000,0.1221,-0.1315,-0.2613,-10.5453,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
684,1008,2901314712824,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2205,0.0000,-0.0610,-0.1831,-0.0610,-0.1411,-0.2685,-10.5811,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
685,1009,2901316460260,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2203,0.0000,0.0000,0.0000,0.1831,-0.1626,-0.2877,-10.5906,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
686,1010,2901321632118,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2208,0.0000,0.0000,0.0000,-0.0000,-0.2080,-0.2949,-10.5501,0.0247,-0.0198,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
687,1011,2901326720154,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2210,0.0000,-0.1221,-0.0610,-0.0000,-0.1411,-0.2182,-10.5906,0.0247,-0.0198,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
688,1012,2901331321588,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2205,0.0000,0.0000,-0.0610,0.1221,-0.1674,-0.2613,-10.6766,0.0247,-0.0198,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
689,1013,2901336298888,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2213,0.0000,-0.1831,-0.1831,0.1221,-0.1793,-0.2445,-10.5859,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
690,1014,2901341714173,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2210,0.0000,-0.0610,-0.1221,0.1831,-0.1984,-0.2733,-10.5691,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0133,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
691,1015,2901346366516,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2208,0.0000,0.0000,-0.0610,-0.0610,-0.1602,-0.2829,-10.5381,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
692,1016,2901351308988,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2213,0.0000,0.0000,0.0000,0.1221,-0.1530,-0.2445,-10.5405,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
693,1017,2901356351238,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2210,0.0000,-0.1221,-0.0610,-0.0000,-0.1363,-0.2805,-10.6288,0.0247,-0.0198,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
694,1018,2901361779313,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2210,0.0000,-0.0610,-0.2441,-0.0000,-0.1578,-0.2661,-10.5835,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
695,1019,2901366272261,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2213,0.0000,0.0000,-0.0610,-0.0000,-0.1506,-0.2685,-10.6575,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0134,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
696,1020,2901371522359,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2213,0.0000,-0.0610,-0.1831,-0.0610,-0.1363,-0.2445,-10.6312,0.0248,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
697,1021,2901376877651,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2222,0.0000,0.0000,0.0000,-0.0000,-0.1841,-0.2421,-10.5238,0.0247,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
698,1022,2901381359559,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2246,0.0000,-0.1221,-0.0610,0.1221,-0.1530,-0.2325,-10.5787,0.0247,-0.0198,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
699,1023,2901386292949,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2251,0.0000,0.0000,0.0000,-0.1221,-0.1458,-0.2901,-10.6217,0.0247,-0.0198,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
700,1024,2901391262542,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2249,0.0000,-0.0610,-0.2441,0.1221,-0.1865,-0.3093,-10.5691,0.0248,-0.0199,-0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0135,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
701,1025,2901396646789,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2246,0.0000,-0.2441,-0.1221,-0.1221,-0.1554,-0.2829,-10.6384,0.0247,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0137,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
702,1026,2901401361499,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2251,0.0000,-0.0610,-0.1831,0.1221,-0.1482,-0.3141,-10.6264,0.0247,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
703,1027,2901406256561,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2254,0.0000,-0.0610,-0.1831,-0.0000,-0.1554,-0.2421,-10.5429,0.0248,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
704,1028,2901411561235,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2254,0.0000,-0.0610,-0.1831,-0.0000,-0.1650,-0.2541,-10.5405,0.0248,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
705,1029,2901416362517,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2258,0.0000,0.0000,0.0000,-0.0000,-0.1411,-0.2589,-10.5501,0.0247,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
706,1030,2901421649193,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2254,0.0000,0.0000,-0.1831,-0.0000,-0.1793,-0.2349,-10.6050,0.0248,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
707,1031,2901430411952,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2249,0.0000,-0.0610,-0.2441,-0.0000,-0.1841,-0.2781,-10.6408,0.0248,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
708,1032,2901431964538,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2246,0.0000,-0.0610,-0.1221,-0.0000,-0.1674,-0.2733,-10.5930,0.0248,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
709,1033,2901436264262,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2242,0.0000,-0.1831,-0.1831,-0.0000,-0.1387,-0.2637,-10.5811,0.0248,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0136,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
710,1034,2901441359797,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2244,0.0000,-0.2441,-0.1831,-0.0000,-0.1578,-0.2325,-10.5739,0.0248,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0137,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
711,1035,2901446729796,-0.0013,NAN,NAN,0.0610,-0.1290,-0.1290,0.0000,12.2246,0.0000,-0.0610,-0.1831,-0.0000,-0.1387,-0.2301,-10.5835,0.0248,-0.0199,-0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,NAN,NAN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,NAN,NAN,0.0137,0.0000,0.0000,-0.0500,0.0025,0.0025,0.0025,0.0025,4
